,split,audio_path,player,Q,A
58,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_EXAG_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
59,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_EXAG_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
60,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_EXAG_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
61,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_EXAG_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with exaggerated tempo and dynamics change, very expressive."
62,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_EXAG_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
63,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_EXAG_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
64,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_STA_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
65,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_STA_3/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger staccato.
66,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_STA_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
67,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_STA_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
68,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_STILL_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
69,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_STILL_1/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
70,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_STILL_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
71,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_STILL_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
72,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_LEG_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
73,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_LEG_3/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger legato.
74,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_LEG_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
75,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_LEG_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
76,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_EXAG_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
77,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_EXAG_1/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with exaggerated tempo and dynamics change, very expressive."
78,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_EXAG_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
79,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_EXAG_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
80,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_LEG_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
81,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_LEG_1/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger legato.
82,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_LEG_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
83,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_LEG_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
84,test,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STA_3/audio.wav,pianist02,How is the overall tempo?,"Tempo of the performance seems rubato, contains continuous expressive tempo alteration"
85,test,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STA_3/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger staccato.
86,test,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STA_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
87,test,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STA_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
88,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_EXAG_3/audio.wav,pianist02,How is the overall tempo?,"Tempo of the performance seems rubato, contains continuous expressive tempo alteration"
89,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_EXAG_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with exaggerated tempo and dynamics change, very expressive."
90,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_EXAG_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
91,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_EXAG_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
92,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STILL_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
93,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STILL_2/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
94,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STILL_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
95,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STILL_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
96,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_LEG_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
97,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_LEG_1/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger legato.
98,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_LEG_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
99,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_LEG_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
100,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STILL_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
101,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STILL_2/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
102,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STILL_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
103,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STILL_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
104,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_NORMAL_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
105,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_NORMAL_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
106,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_NORMAL_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
107,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_NORMAL_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
108,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_EXAG_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
109,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_EXAG_2/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with exaggerated tempo and dynamics change, very expressive."
110,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_EXAG_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
111,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_EXAG_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
112,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_LEG_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
113,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_LEG_1/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger legato.
114,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_LEG_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
115,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_LEG_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
116,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_LEG_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
117,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_LEG_2/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger legato.
118,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_LEG_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
119,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_LEG_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
120,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_STILL_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
121,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_STILL_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
122,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_STILL_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
