,audio_path,split,Q,A
43,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
44,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
45,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you describe this performance?,"latent, desperate"
46,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
47,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
48,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you describe this performance?,"breathy, warm"
49,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
50,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
51,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as the arpeggios are too loud."
52,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
53,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
54,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as old recording, slow tempo, sounds like an old pianist playing, fragile, wise."
55,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
56,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
57,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you describe this performance?,"old recording with noise, delicately played, very restrained, musical, sounds like the model of no 2"
58,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
59,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
60,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as flowing, mobile, deliberate, calm, rounded."
61,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
62,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
63,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as deliberate, withdrawn."
64,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
65,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
66,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you describe this performance?,"a bit cheerful, light"
67,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
68,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
69,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as bit too fast, very light."
70,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
71,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
72,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as monotonous, not dynamic."
73,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
74,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
75,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as beautiful sound, one hears the metronome in the thirds."
76,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
77,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
78,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as solemn."
79,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
80,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
81,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as beautiful."
82,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
83,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
84,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as peaceful."
85,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
86,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
87,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you describe this performance?,invisible
88,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
89,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
90,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as good performance, bad sound."
91,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
92,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
93,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you describe this performance?,"expressive, dark "
94,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
95,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
96,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as old, present, appealing."
97,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
98,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
99,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,How would you describe this performance?,"old fashioned, with a dramatic flavor "
100,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
101,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_casadesus.wav,test,"How would you rate the difficulty of this piece, in a scale of 9?",6
102,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you describe this performance?,"very quiet, estranged"
103,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
104,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
105,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you describe this performance?,delicate
106,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
107,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
108,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as quiet, calm."
109,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
110,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
111,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you describe this performance?,strict
112,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
113,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
114,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as fast, melodious."
115,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
116,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
117,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as tender."
118,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
119,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
120,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as soft, tender."
121,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
122,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
123,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as light, flowing, singing, pleasant tempo."
124,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
125,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
126,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as unremarkable."
127,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
128,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
129,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as dreamy, a bit arty but still okay,."
130,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
131,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
132,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as fast, apathetically, withheld."
133,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
134,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
135,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as calm, expressive, steady."
136,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
137,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
138,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as nicely understated."
139,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
140,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
141,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as soft, tender, delicate, even, sad."
142,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
143,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
144,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you describe this performance?,"pretty, accurate, not much dynamics"
145,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
146,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
147,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as calm, sensuous."
148,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
149,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
150,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you describe this performance?,"mellow, gentle"
151,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
152,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
153,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as melody should be more pronounced."
154,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
155,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
156,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as fast and soft, a very nice atmosphere, but remains somewhat distant."
157,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_lazic.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
